congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,dim1,dim2,log_likelihood,geo_mean_probability,number_of_votes,number_of_errors,conditional
100,President,99907,99,0,USA,200,0,0,"REAGAN, Ronald Wilson",,1911,2004.0,0.692,-0.713,-78.78682,0.771,303,35,
100,Senate,14659,41,0,AL,100,0,1,"SHELBY, Richard C.",S000320,1934,,0.013,0.658,-191.25905,0.736,625,72,
100,Senate,14705,41,0,AL,100,0,1,"HEFLIN, Howell Thomas",H000445,1921,2005.0,-0.095,0.995,-192.56836,0.736,628,97,
100,Senate,12109,81,0,AK,200,0,1,"STEVENS, Theodore Fulton (Ted)",S000888,1923,2010.0,0.219,-0.5,-246.57427,0.663,600,110,
100,Senate,14907,81,0,AK,200,0,1,"MURKOWSKI, Frank Hughes",M001085,1933,,0.346,-0.275,-191.28794,0.718,578,84,
100,Senate,14502,61,0,AZ,100,0,1,"DeCONCINI, Dennis Webster",D000185,1937,,-0.216,0.564,-243.5331,0.675,620,121,
100,Senate,15039,61,0,AZ,200,0,1,"McCAIN, John Sidney, III",M000303,1936,,0.381,-0.624,-200.4887,0.71515,598,88,1.0
100,Senate,10791,42,0,AR,100,0,1,"PRYOR, David Hampton",P000556,1934,,-0.322,0.598,-130.75076,0.805,603,51,
100,Senate,14300,42,0,AR,100,0,1,"BUMPERS, Dale",B001057,1925,2016.0,-0.362,0.389,-146.60657,0.785,605,65,
100,Senate,12103,71,0,CA,100,0,1,"CRANSTON, Alan",C000877,1914,2000.0,-0.387,-0.207,-104.6685,0.839,596,46,
100,Senate,14915,71,0,CA,200,0,1,"WILSON, Pete",W000607,1933,,0.352,-0.428,-227.81111,0.677,583,109,
100,Senate,14002,62,0,CO,200,0,1,"ARMSTRONG, William Lester",A000219,1937,2016.0,0.508,-0.14,-179.41318,0.745,609,74,
100,Senate,14282,62,0,CO,100,0,1,"WIRTH, Timothy E.",W000647,1939,,-0.293,-0.315,-169.46895,0.759,615,76,
100,Senate,12032,1,0,CT,200,0,1,"WEICKER, Lowell Palmer, Jr.",W000253,1931,,0.072,-0.995,-275.70951,0.626,589,150,
100,Senate,14213,1,0,CT,100,0,1,"DODD, Christopher John",D000388,1944,,-0.328,-0.317,-141.36086,0.782,575,66,
100,Senate,11044,11,0,DE,200,0,1,"ROTH, William Victor, Jr.",R000460,1921,2003.0,0.272,-0.39,-381.76747,0.537,614,190,
100,Senate,14101,11,0,DE,100,0,1,"BIDEN, Joseph Robinette, Jr.",B000444,1942,,-0.314,-0.042,-67.83033,0.771,261,29,
100,Senate,13101,43,0,FL,100,0,1,"CHILES, Lawton Mainor, Jr.",C000356,1930,1998.0,-0.224,0.555,-154.17238,0.764,572,67,
100,Senate,15503,43,0,FL,100,0,1,"GRAHAM, Daniel Robert (Bob)",G000352,1936,,-0.231,-0.012,-182.25665,0.75,633,84,
100,Senate,14108,44,0,GA,100,0,1,"NUNN, Samuel Augustus",N000171,1938,,-0.145,0.754,-161.69127,0.766,608,76,
100,Senate,14467,44,0,GA,100,0,1,"FOWLER, Wyche, Jr.",F000329,1940,,-0.237,0.196,-150.00565,0.784,615,73,
100,Senate,4812,82,0,HI,100,0,1,"INOUYE, Daniel Ken",I000025,1924,2012.0,-0.319,0.062,-108.86335,0.831,589,54,
100,Senate,10605,82,0,HI,100,0,1,"MATSUNAGA, Spark Masayuki",M000250,1916,1990.0,-0.379,-0.032,-103.44446,0.839,588,43,
100,Senate,11029,63,0,ID,200,0,1,"McCLURE, James Albertus",M000346,1924,2011.0,0.492,0.043,-172.90099,0.745,587,85,
100,Senate,14056,63,0,ID,200,0,1,"SYMMS, Steven Douglas",S001138,1938,,0.687,0.355,-93.32735,0.857,604,37,
100,Senate,14275,21,0,IL,100,1,1,"SIMON, Paul Martin",S000423,1928,2003.0,-0.397,-0.224,-44.12607,0.888,371,17,
100,Senate,14902,21,0,IL,100,0,1,"DIXON, Alan John",D000366,1927,2014.0,-0.188,0.312,-195.90882,0.727,614,91,
100,Senate,14447,22,0,IN,200,0,1,"QUAYLE, James Danforth (Dan)",Q000007,1947,,0.498,-0.691,-158.8661,0.76,578,64,
100,Senate,14506,22,0,IN,200,0,1,"LUGAR, Richard Green",L000504,1932,,0.304,-0.466,-225.57858,0.691,611,96,
100,Senate,14226,31,0,IA,200,0,1,"GRASSLEY, Charles Ernest",G000386,1933,,0.341,-0.07,-233.91286,0.68984,630,100,1.0
100,Senate,14230,31,0,IA,100,1,1,"HARKIN, Thomas Richard (Tom)",H000206,1939,,-0.351,-0.546,-143.83574,0.79,609,70,
100,Senate,10513,32,0,KS,200,0,1,"DOLE, Robert Joseph",D000401,1923,,0.322,-0.279,-141.535,0.783,580,60,
100,Senate,14708,32,0,KS,200,0,1,"KASSEBAUM, Nancy Landon",K000017,1932,,0.2,-0.566,-241.58624,0.658,578,102,
