congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,dim1,dim2,log_likelihood,geo_mean_probability,number_of_votes,number_of_errors,conditional
102,President,99908,99,0,USA,200,0,0,"BUSH, George Herbert Walker",B001166,1924,,0.557,-0.547,-68.02494,0.765,254,28,
102,Senate,14659,41,0,AL,100,0,0,"SHELBY, Richard C.",S000320,1934,,0.013,0.658,-185.04558,0.681,482,87,
102,Senate,14705,41,0,AL,100,0,0,"HEFLIN, Howell Thomas",H000445,1921,2005.0,-0.095,0.995,-167.73612,0.706,481,67,
102,Senate,12109,81,0,AK,200,0,0,"STEVENS, Theodore Fulton (Ted)",S000888,1923,2010.0,0.219,-0.5,-165.79765,0.702,469,71,
102,Senate,14907,81,0,AK,200,0,0,"MURKOWSKI, Frank Hughes",M001085,1933,,0.346,-0.275,-126.84146,0.759,459,54,
102,Senate,14502,61,0,AZ,100,0,0,"DeCONCINI, Dennis Webster",D000185,1937,,-0.216,0.564,-184.28774,0.672,464,97,
102,Senate,15039,61,0,AZ,200,0,0,"McCAIN, John Sidney, III",M000303,1936,,0.381,-0.624,-173.15801,0.69237,471,78,1.0
102,Senate,10791,42,0,AR,100,0,0,"PRYOR, David Hampton",P000556,1934,,-0.322,0.598,-96.90082,0.743,326,40,
102,Senate,14300,42,0,AR,100,0,0,"BUMPERS, Dale",B001057,1925,2016.0,-0.362,0.389,-169.82102,0.698,472,85,
102,Senate,12103,71,0,CA,100,0,0,"CRANSTON, Alan",C000877,1914,2000.0,-0.387,-0.207,-101.54755,0.786,422,48,
102,Senate,49100,71,0,CA,200,0,0,"SEYMOUR, John",S000269,1937,,0.299,-0.282,-136.30876,0.728,429,64,
102,Senate,14282,62,0,CO,100,0,0,"WIRTH, Timothy E.",W000647,1939,,-0.293,-0.315,-153.93315,0.691,417,68,
102,Senate,14803,62,0,CO,200,0,0,"BROWN, George Hanks (Hank)",B000919,1940,,0.511,-0.762,-178.55644,0.686,473,78,
102,Senate,14213,1,0,CT,100,0,0,"DODD, Christopher John",D000388,1944,,-0.328,-0.317,-160.8354,0.715,480,77,
102,Senate,15704,1,0,CT,100,0,0,"LIEBERMAN, Joseph I.",L000304,1942,,-0.205,-0.312,-150.67017,0.731,480,64,
102,Senate,11044,11,0,DE,200,0,0,"ROTH, William Victor, Jr.",R000460,1921,2003.0,0.272,-0.39,-236.67769,0.591,450,102,
102,Senate,14101,11,0,DE,100,0,0,"BIDEN, Joseph Robinette, Jr.",B000444,1942,,-0.314,-0.042,-130.37952,0.755,464,49,
102,Senate,15037,43,0,FL,200,0,0,"MACK, Connie, III",M000019,1940,,0.466,-0.321,-147.54297,0.73,469,65,
102,Senate,15503,43,0,FL,100,0,0,"GRAHAM, Daniel Robert (Bob)",G000352,1936,,-0.231,-0.012,-200.07796,0.659,480,92,
102,Senate,14108,44,0,GA,100,0,0,"NUNN, Samuel Augustus",N000171,1938,,-0.145,0.754,-166.9869,0.702,472,83,
102,Senate,14467,44,0,GA,100,0,0,"FOWLER, Wyche, Jr.",F000329,1940,,-0.237,0.196,-174.31338,0.69,469,86,
102,Senate,4812,82,0,HI,100,0,0,"INOUYE, Daniel Ken",I000025,1924,2012.0,-0.319,0.062,-138.30518,0.735,449,61,
102,Senate,14400,82,0,HI,100,0,0,"AKAKA, Daniel Kahikina",A000069,1924,,-0.419,0.273,-123.30393,0.773,478,58,
102,Senate,14056,63,0,ID,200,0,0,"SYMMS, Steven Douglas",S001138,1938,,0.687,0.355,-79.01685,0.842,459,37,
102,Senate,14809,63,0,ID,200,0,0,"CRAIG, Larry Edwin",C000858,1945,,0.494,-0.014,-100.56145,0.81,478,48,
102,Senate,14275,21,0,IL,100,0,0,"SIMON, Paul Martin",S000423,1928,2003.0,-0.397,-0.224,-134.34961,0.754,475,65,
102,Senate,14902,21,0,IL,100,0,0,"DIXON, Alan John",D000366,1927,2014.0,-0.188,0.312,-184.79303,0.655,437,92,
102,Senate,14506,22,0,IN,200,0,0,"LUGAR, Richard Green",L000504,1932,,0.304,-0.466,-142.09504,0.739,470,62,
102,Senate,14806,22,0,IN,200,0,0,"COATS, Daniel Ray",C000542,1943,,0.375,-0.227,-154.93614,0.724,479,66,
102,Senate,14226,31,0,IA,200,0,0,"GRASSLEY, Charles Ernest",G000386,1933,,0.341,-0.07,-204.20785,0.65464,482,78,1.0
102,Senate,14230,31,0,IA,100,0,0,"HARKIN, Thomas Richard (Tom)",H000206,1939,,-0.351,-0.546,-70.04098,0.825,363,30,
